Accession,library_strategy,library_source,library_selection,library_layout,platform,model,tax_id,reads
GSE94257,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,19370753
GSE94263,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,24135619.833333332
GSE94264,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,21791603.5
GSE94265,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,21719965
GSE94266,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,3880,19766363.92857143
GSE94268,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,85962,20135611.75
GSE94270,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,23071888.666666668
GSE94271,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,49154954.8
GSE94273,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9544,53273569.741935484
GSE94274,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,5850,4964590.26
GSE94277,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,61165143.25
GSE94280,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,36067502.5
GSE94281,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,8022,37175679.6875
GSE94284,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,393133,18489165
GSE94290,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,42229,20361240.76190476
GSE94293,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,7227,16936099
GSE94296,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,90396016
GSE94297,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,24114638.5
GSE94304,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,110019766.92682926
GSE94306,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,6802610.833333333
GSE94308,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,3702,39781098
GSE94309,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,3702,31038317.166666668
GSE94310,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,3702,31379205.333333332
GSE94315,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,91962011.4
GSE94316,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,7165,4370936.333333333
GSE94324,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,45438399.55555555
GSE94332,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,11201169.944444444
GSE94333,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,250949817.5
GSE94335,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,65858588.205882356
GSE94339,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,5428756.333333333
GSE94343,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,6869796.166666667
GSE94344,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,206841000.875
GSE94355,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 1000,2961,38745794.5
GSE94367,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,7259866.5
GSE94369,RIP-Seq,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina hiseq 2500,10090,40103408.666666664
GSE94372,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,68242756.75
GSE94373,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,10269647.2
GSE94374,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,23367143.75
GSE94382,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,14367982.875
GSE94383,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina miseq,10090,279743.98
GSE94384,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,37192128.35714286
GSE94387,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,88152682.83333333
GSE94388,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,55009995.166666664
GSE94390,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,13616,39829162.666666664
GSE94394,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,7227,19371742.666666668
GSE94395,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,29364403.5
GSE94396,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,18900780.62962963
GSE94404,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,4932,18145911
GSE94405,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,20178409.25
GSE94408,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,26707963.166666668
GSE94412,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,6239,35958767.75
GSE94413,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,16080586.166666666
GSE94430,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,31434143.615384616
GSE94436,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1000,10090,34113922.333333336
GSE94437,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,52084134.9375
GSE94438,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,56687663.42
GSE94442,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,4577,12716976.666666666
GSE94443,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9267,53703483
GSE94444,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,28791813.333333332
GSE94445,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,7227,36503397.583333336
GSE94453,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,10841590.416666666
GSE94457,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1000,3702,74074349.46666667
GSE94461,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,3064802
GSE94463,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,6239,12484994.5
GSE94464,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,48545602.45454545
GSE94473,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10116,24093919.916666668
GSE94481,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,46227449.06666667
GSE94482,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,26934170
GSE94492,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,7955,31810449.5
GSE94494,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,2615277.3333333335
GSE94495,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,4932,6495784.791666667
GSE94500,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer,9031,19104812.875
GSE94501,RNA-Seq,TRANSCRIPTOMIC,size fractionation,PAIRED,illumina,illumina miseq,1903578,9809716.5
GSE94502,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,15120968.57142857
GSE94507,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,1155766,5091955.5
GSE94512,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,1280,10301115.5
GSE94518,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,45615686.833333336
GSE94525,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 3000,10090,38247355.125
GSE94528,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,54400868.5
GSE94534,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,18116333.666666668
GSE94537,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab 5500xl genetic analyzer,9606,20390425.25
GSE94541,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9913,42445470.875
GSE94542,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,2505931,47076769.34375
GSE94543,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,42280106.833333336
GSE94544,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,32390537.333333332
GSE94546,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,4068595.1666666665
GSE94547,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,3702,22989032.566666666
GSE94549,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,16015892.933333334
GSE94555,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,33957038
GSE94559,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,70658314.58333333
GSE94560,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,36299895.4
GSE94565,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,7227,49560827.166666664
GSE94566,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,89833761.25
GSE94570,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,6492301.321428572
GSE94574,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,1683150.847826087
GSE94575,RNA-Seq,TRANSCRIPTOMIC,HMPR,PAIRED,illumina,illumina hiseq 2000,5180,26583965
GSE94576,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,3702,36771681.5
GSE94578,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,31644038
GSE94579,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,7084082.64
GSE94581,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,25057806.916666668
GSE94583,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 1000,10090,57142442.416666664
GSE94587,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,23095594.5
GSE94588,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,28618471.583333332
GSE94597,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,56541082.666666664
GSE94602,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,13212644.388888888
GSE94604,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,13212644.388888888
GSE94607,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,3702,10899813.5
GSE94626,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,22381826.5
GSE94630,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,50516059.5
GSE94641,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,6277571.85
GSE94642,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,47423796.5
GSE94655,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,abi_solid,abi_solid ab 5500xl genetic analyzer,9606,9465201.166666666
GSE94659,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,39594991.375
GSE94660,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,41645376.02380952
GSE94661,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,17274244.333333332
GSE94671,RNA-Seq,GENOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,73404451.66666667
GSE94673,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,18862967
GSE94676,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,2692806.46
GSE94680,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,ion_torrent,ion_torrent ion torrent proton,10090,39389305.75
GSE94685,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,20781148.083333332
GSE94687,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,15937522.333333334
GSE94693,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,86041440.625
GSE94697,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,83558,432654207
GSE94699,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,ion_torrent,ion_torrent ion torrent proton,10090,8824909.277777778
GSE94703,OTHER,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina nextseq 500,6239,3383790
GSE94704,OTHER,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina nextseq 500,6239,3383790
GSE94711,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,3702,29244113.5
GSE94722,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10116,32055305.25
GSE94724,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,50757607
GSE94728,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,60402386.375
GSE94730,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 1500,9606,19889779.166666668
GSE94736,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,32065137
GSE94743,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1000,10090,16200030.2
GSE94747,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer iix,162425,12192651
GSE94749,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,ion_torrent,ion_torrent ion torrent proton,10090,19958089.48148148
GSE94761,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,4000000
GSE94768,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,43347637.38888889
GSE94773,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9685,40625303.666666664
GSE94774,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,10090,21561276
GSE94775,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,162425,12198873.375
GSE94776,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1500,9606,55713209.666666664
GSE94778,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,ion_torrent,ion_torrent ion torrent pgm,10090,738025.5
GSE94783,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 3000,9606,22538193.125
GSE94784,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,10090,43544642.375
GSE94789,NA,NA,NA,NA,NA,NA,NA,NA
GSE94791,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,12042057.75
GSE94800,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,1287570.0217391304
GSE94802,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,25874749.4
GSE94807,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,bgiseq,bgiseq-500,9606,13082552.333333334
GSE94808,RIP-Seq,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina hiseq 4000,9606,19062055.875
GSE94814,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,43155060.25
GSE94818,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiscansq,746128,16624571.833333334
GSE94820,NA,NA,NA,NA,NA,NA,NA,NA
GSE94821,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,8260801.333333333
GSE94825,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,ion_torrent,ion_torrent ion torrent proton,10116,17165533.166666668
GSE94827,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,32754383
GSE94832,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,31753731.375
GSE94839,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,14156911.416666666
GSE94840,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,37930753.75
GSE94843,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,9153268.5
GSE94849,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,61905414.708333336
GSE94852,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,24238500.1
GSE94853,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,25995217
GSE94855,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer ii,7460,23260316.733333334
GSE94857,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,10090,49769495.75
GSE94859,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,27200515.5
GSE94860,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,30116299.85714286
GSE94863,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,19126870.166666668
GSE94869,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina miseq,9606,3007115.95
GSE94874,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,48721720.38888889
GSE94878,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,158605,24123014.681818184
GSE94879,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,6239,5019716.733333333
GSE94883,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,691578.76
GSE94892,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,57048916.41025641
GSE94893,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,24842732.15
GSE94897,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,24364225.5
GSE94898,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,2863362.53
GSE94899,NA,NA,NA,NA,NA,NA,NA,NA
GSE94900,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,3702,13651898.785714285
GSE94902,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,66787714.5
GSE94915,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,7227,48014337
GSE94917,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,2863362.53
GSE94919,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,43368475.01449275
GSE94920,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,34904678.96825397
GSE94924,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,1155766,27715898
GSE94927,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,66448308
GSE94928,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,3596364.5
GSE94935,NA,NA,NA,NA,NA,NA,NA,NA
GSE94937,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,39855684.6
GSE94939,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,74207675.375
GSE94942,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,4932,38744052.833333336
GSE94947,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 3000,9606,32864077.833333332
GSE94948,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,21940819.6
GSE94949,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,14202610.41935484
GSE94951,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,203124,104607471.1875
GSE94957,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,17335479.666666668
GSE94963,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,9950557
GSE94964,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,27917129.9
GSE94965,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,26228658.1
GSE94967,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,32972436.9
GSE94968,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina miseq,9606,279125.6666666667
GSE94969,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,25391243.375
GSE94974,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,56742520.88888889
GSE94975,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,25667100.625
GSE94978,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,562,17388923.5
GSE94979,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,241561.11
GSE94980,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,213729.26
GSE94983,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,3702,2559485.1944444445
GSE94989,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,4145018.222222222
GSE94993,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,21688365.944444444
GSE94995,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,3702,8625283.645833334
GSE94998,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,83333,34564350.8
GSE94999,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,36518868.88888889
GSE95002,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,24193406.555555556
GSE95006,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab 5500xl genetic analyzer,85963,14857553.333333334
GSE95008,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,10090,68621384.66666667
GSE95011,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,46737154.38095238
GSE95016,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,29361648.166666668
GSE95020,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,537683.23
GSE95027,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,32707356
GSE95028,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 3000,9606,18079422.25
